body,title,url
"

HONOR regresa a México después de una corta ausencia en el mercado de celulares, pero lo hace de la mejor manera: con el HONOR 50 5G, su teléfono móvil más avanzado hasta la fecha, con la mejor tecnología en video, creación de contenidos y carga rápida , además de un diseño que sin lugar a dudas llamará la atención y marcará tendencia.

El nuevo HONOR 50 5G tiene un diseño que resalta principalmente por dos aspectos: sus cámaras con diseño de doble aro, inspirado en las cámaras fotográficas de antaño, y su pantalla con laterales curvos que le dan un toque extra de elegancia para complementar su asombrosa tecnología OLED que brinda la mejor experiencia de visualización.
 


Además, el HONOR 50 5G tiene un resplandeciente acabado posterior, y a medida que la luz cambia de ángulo, también lo hace el resplandor, como los momentos brillantes de la vida en los que está inspirado este diseño. Además, el acabado no solo es llamativo a la vista sino que también, gracias a la tecnología con la que fue desarrollado, le da al smartphone un agarre ultra suave.








El diseño del HONOR 50 5G, toda una declaración de moda y estilo, no es lo único sobresaliente. Este celular también tiene la más avanzada tecnología fotográfica, con la integración de una cámara principal de 108 megapixeles, capaz de capturar hasta el más mínimo detalle, sin importar la situación.

Esta cámara de 108 megapixeles es de las más grandes que actualmente existe en el mercado mexicano en la gama donde el HONOR 50 5G compite. Y lo mismo se repite con la cámara frontal de 32 megapixeles, también la más grande disponible hoy en día en nuestro país.








Finalmente, el último detalle importante del HONOR 50 5G es la presencia de Android 11 con toda la suite completa de aplicaciones y servicios de Google. Esto permite que los usuarios puedan aprovechar todo el potencial del HONOR 50 5G y su procesador Qualcomm Snapdragon778G, y llevar a cabo cualquier tarea de manera perfecta.

No está de más confirmar que junto con toda la variedad de aplicaciones de Google, el HONOR 50  5G también tiene acceso completo a los millones de apps disponibles en la Google Play Store.

Con toda esta combinación de diseño, potencia y capacidad fotográfica, el HONOR 50 5G se posiciona como uno de los mejores smartphones que ahora están disponibles en México, y pavimenta el camino para próximos lanzamientos de la compañía.

Adicionalmente el HONOR 50 5G es impulsado por la tecnología HONOR SuperCharge de 66W, la cual permite recuperar hasta el 70% de la carga en tan solo 20 minutos, permitiendo a los usuarios tener todo un día de uso del dispositivo en lo que se dan un baño o toman un café durante la mañana.






    Compartir
    
           El nuevo HONOR 50 5G llega a México con la mejor tecnología en video, creación de contenidos y carga rápida, apoyado por Qualcomm y Google 
         


Facebook
Twitter
Flipboard
E-mail




","
         El nuevo HONOR 50 5G llega a México con la mejor tecnología en video, creación de contenidos y carga rápida, apoyado por Qualcomm y Google    ",https://www.xataka.com.mx/n/nuevo-honor-50-5g-llega-a-mexico-mejor-tecnologia-video-creacion-contenidos-carga-rapida-apoyado-qualcomm-google
"

Iniciando el fin de semana y ya tenemos problemas importantes en México con los servicios de Facebook, WhatsApp e Instagram. Según los reportes de los problemas comenzaron a las 10:50 horas en WhatsApp, pero se fueron extendiendo a las otras aplicaciones.

En el caso de WhatsApp algunas personas tienen problemas para mandar mensajes de audio o de texto, no se trata de una caída en su totalidad hasta el momento. 
 











Situación similar con Facebook e Instagram que funcionan, pero el tiempo para cargar el sitio demora mucho más de lo normal, inclusive en algunos casos simplemente no permiten navegar.

Por el momento no existe una declaración oficial ante el problema por parte de la empresa.
En desarrollo…





    Compartir
    
           WhatsApp, Facebook e Instagram presentan fallas en México y el mundo: otra posible caída a tan solo semanas de la anterior
         


Facebook
Twitter
Flipboard
E-mail



Temas

Aplicaciones


Facebook
WhatsApp
Instagram




","
         WhatsApp, Facebook e Instagram presentan fallas en México y el mundo: otra posible caída a tan solo semanas de la anterior   ",https://www.xataka.com.mx/aplicaciones/whatsapp-facebook-e-instagram-presentan-fallas-mexico-mundo-otra-posible-caida-a-solo-xx-semanas-anterior
"

La versión web de la Google Play Store se renueva por completo después de siete años con el mismo diseño, reporta Android Police. El conocido sitio ha obtenido varias imágenes de cómo se ve la nueva web de la Play Store, y recuerda mucho a lo que se tiene en la app.

De hecho, la nueva versión web de la Play Store parece una versión en grande de la app móvil. El logo de la tienda se mantiene en la esquina superior izquierda, y ahora el fondo es completamente blanco, se elimina la barra lateral en donde estaban las categorías de contenido (apps, libros, películas), y en vez de eso ahora se posicionan en la parte superior, junto con filtros para teléfono, tablet, TV y Chromebook.
 










Las opciones de la cuenta ahora se alojan en un menú accesible desde la imagen de nuestra cuenta, en la esquina superior derecha. Desde aquí se podrá acceder a la librería, dispositivos, suscripciones, métodos de pago, historial de compras, actividad, premios, configuraciones, y todo lo demás.








Cuando se selecciona un app o contenido, la página muestra título y logo en grande, y debajo toda la información de utilidad: calificaciones, descargas, restricciones de edad, el botón para descarga, capturas de pantalla y toda la información de la app.

En general, tanto en las páginas principales como en las individuales abundan los títulos e imágenes de gran tamaño, con colores que resaltan más en el fondo blanco.








Según el reporte, el rediseño de la Play Store web aún es un trabajo en progreso, ya que algunos menús y aspectos no se muestran correctamente, con aún aspectos del viejo diseño apareciendo esporádicamente.

El nuevo diseño web de la Play Store ha comenzado su despliegue a través de una actualización por servidores, primero para usuarios de Corea del Sur y algunos en Taiwán. Sin embargo, Android Police menciona que han podido acceder al nuevo diseño al cambiar a las tiendas de aplicaciones de dichos países. En Xataka México hemos hecho la prueba, pero al acceder a las tiendas de Corea y  Taiwán no vimos aparecer el nuevo diseño.

Aún no hay detalles sobre cuándo llegará la actualización con el nuevo diseño de la Play Store web para todos los usuarios en México.















    Compartir
    
           Google Play Store rediseña su versión web después de siete años: así se ve el nuevo diseño de la tienda de apps Android 
         


Facebook
Twitter
Flipboard
E-mail



Temas

Aplicaciones


Android
Google
Play store




","
         Google Play Store rediseña su versión web después de siete años: así se ve el nuevo diseño de la tienda de apps Android    ",https://www.xataka.com.mx/aplicaciones/google-play-store-redisena-su-version-web-despues-siete-anos-asi-se-ve-nuevo-diseno-tienda-apps-android
"

La plataforma Bitso, dio a conocer Bitso Shift, el servicio impulsado en criptomonedas que permite a personas y empresas mexicanas enviar y recibir pagos entre México y Estados Unidos.

Esta nueva plataforma busca ser la alternativa para las pequeñas y medianas empresas mexicanas, así como para personas que ofrecen productos o servicios en los Estados Unidos y al momento de enviar y recibir dinero se encuentran con altas tasas de intereses por la conversión de la divisa.
 











Para poder mantener estable el tipo de cambio, Bitso Shift utiliza el stablecoin USDC, una criptomoneda que se encuentra respaldada por el precio del dólar, lo que permite dar prácticamente la misma conversión al pasar de pesos a dólares o viceversa. En el caso de Bitso Shift, al utilizar para las transferencias la misma tecnología que se usa para las criptomonedas, disminuye costos, haciendo el proceso más accesible, transparente y seguro.

Esta propuesta es posible debido a la alianza entre Bitso y Cicle. Esta última es una empresa de tecnología financiera basada en Estados Unidos que desarrolla y brinda infraestructura de pagos y tesorería a negocios digitales y que respalda la criptomoneda USDC, que permite dar el que mencionan como ""el mejor precio disponible en el mercado"".








Cómo usar Bitso Shift
Para aquellos usuarios que deseen utilizar esta alternativa, deberán realizar primero una transferencia bancaria a Bitso Shift desde una cuenta americana, que se procesa entre 24 y 48 horas a través de instituciones reguladas y en tipos de cambio competitivos. Una vez que se cuenta con el dinero en la plataforma, el intercambio dentro de la app de Bitso entre pesos y stablecoins en dólares se puede realizar casi al instante.

Este movimiento no requiere saldo mínimo ni un volumen de transacciones para que empiece a operar y sobre todo, tampoco que los usuarios compren o vendan criptomonedas, por lo que no se exponen directamente a las variaciones que estas llegan a tener.

Además de acuerdo con Bitso, las stablecoins que soportan en su plataforma están diseñadas para mantener la paridad 1:1 con el dólar americano, lo que significa siguen artificialmente el valor del dólar, y que las vuelve en una gran alternativa para almacenar, enviar y recibir valores equivalentes sin estar expuesto a las fluctuaciones que tienen otras criptomonedas.






    Compartir
    
           Así es Bitso Shift, el nuevo servicio para enviar y recibir dinero entre Estados Unidos y México usando criptomonedas 
         


Facebook
Twitter
Flipboard
E-mail



Temas

Criptomonedas


Dinero
Bitcoin




","
         Así es Bitso Shift, el nuevo servicio para enviar y recibir dinero entre Estados Unidos y México usando criptomonedas    ",https://www.xataka.com.mx/criptomonedas/asi-bitso-shift-nuevo-servicio-para-enviar-recibir-dinero-estados-unidos-mexico-usando-criptomonedas
"






La nueva HUAWEI Matebook 13s ya está en México para deleite de todos aquellos que buscan una laptop tanto hermosa como poderosa.

Su precio oficial es de 34,999 pesos, pero por promoción de lanzamiento tendrá un precio especial de 29,999 pesos directamente en la e-Shop de Huawei y en las tiendas Huawei Experience Stores, y además se incluirán tres increíbles regalos: una bocina HUAWEI Sound X, una funda de cuero y un mouse CD23.
 










Pero, ¿qué es lo que hace a la MateBook 13s tan especial? Para empezar, su pantalla FullView Display, que hará del trabajo o el estudio una experiencia más placentera, gracias a sus diminutos bordes de apenas 6.3 mm en la parte superior y 9.3 mm en la inferior. Estas medidas se traducen en que la pantalla de 13.4 pulgadas ocupa 90% del frontal,  para lograr una experiencia de inmersión total.

Para mejorar aún más la experiencia, el panel tiene resolución 2.5K, es decir 2520 x 1680 pixeles, capaz de cubrir el 100% de la gama sRGB y por lo tanto capaz de reproducir 1.07 mil millones de colores. Para la correcta visualización de todo el contenido, la pantalla ofrece un brillo máximo de 400 nits, ideal para ver contenido incluso en el exterior.








Además de todo esto, la HUAWEI MateBook 13s integra una tecnología poco vista en las laptops, pero que definitivamente mejora la experiencia de pantalla: tasa de refresco de 90 Hz. Es decir, que el panel se actualiza 90 veces por segundo, más veces que el estándar de 60 Hz. Esta característica hace una gran diferencia al momento de visualizar películas y videojuegos.

En términos sencillos, una mayor tasa de refresco se traduce en una visualización de contenido más fluida y natural, ya que un video no es más que una rápida sucesión de imágenes, y con una tasa de refresco más elevado, la reproducción solo mejora.

Finalmente, la cereza del pastel en la pantalla de la HUAWEI Matebook 13s es la certificación TUV Rheinland que asegura una baja tasa de luz azul para evitar el cansancio de los ojos, pero sin un efecto de imagen amarilla, ya que se adapta a las condiciones de luz ambiental.

Este conjunto de características y tecnología hacen de la pantalla de la nueva HUAWEI Matebook 13s, una de las mejores en el mercado mexicano.






    Compartir
    
           La HUAWEI MateBook 13s y su espectacular pantalla FullView Display harán tu trabajo más placentero
         


Facebook
Twitter
Flipboard
E-mail




","
         La HUAWEI MateBook 13s y su espectacular pantalla FullView Display harán tu trabajo más placentero   ",https://www.xataka.com.mx/n/huawei-matebook-13s-su-espectacular-pantalla-fullview-display-haran-tu-trabajo-placentero
"

Hace poco más de un año se lanzó en México la Roku Streambar, una alternativa de Roku para quienes quieren disfrutar de contenido en streaming y con un mejor sonido que el que ofrecen las pantallas.

Esta llegó con un precio sugerido de 3,999 pesos, aunque actualmente se puede conseguir en distintas tiendas por 3,499 pesos, pero en Amazon México podemos encontrarla en su precio más bajo hasta la fecha de 1,847 pesos.
 









Roku Streambar


PVP en Amazon México $1,847.61


PVP en Mercado Libre $3,499.00PVP en RadioShack $3,499.00PVP en Sears $3,499.00PVP en Office Depot $3,499.00PVP en El Palacio de Hierro $3,499.00PVP en Sanborns $3,499.00















Esta opción es vendida y enviada por Amazon Estados Unidos y debido a que su precio supera los 50 dólares, es necesario pagar una tarifa de importación. En nuestro caso es de 318 pesos, lo que nos deja un total de 2,166 pesos.

También cuenta con envío gratis para todos los usuarios y quienes tengan una suscripción de Amazon Prime, pueden disfrutar de entrega entre los seis y nueve días a partir de que el producto es enviado a su domicilio.

    
Este dispositivo ofrece contenido hasta en resolución 4K y con HDR, tiene cuatro bocinas de 4.8 cm, Dolby Audio y también se puede usar como una bocina Bluetooth, además de tener puerto óptico. El control tiene micrófono para poder controlarla por voz y es compatible con Amazon Alexa, Google Assistant y Apple HomeKit.

A pesar de ser importada, no tendremos problema para utilizarla en México. Incluso, ahora mismo Roku tiene una oferta en nuestro país, donde al registrar nuestro producto se nos ofrecen tres meses gratis de blim tv. La ioferta terminará el próximo 31 de enero de 2022.

    


        En Xataka México Selección publicamos las mejores ofertas en tecnología, videojuegos, coleccionables y demás categorías que estén en descuento en distintas tiendas en línea de México. El precio y disponibilidad del producto están sujetos a cambios sin previo aviso.
    

Algunos de los enlaces de esta publicación pueden pertenecer a un programa de afiliados. Ninguno de los artículos mencionados han sido propuestos ni por las marcas ni por las tiendas, siendo su introducción una decisión única del equipo de editores.
 




    Compartir
    
           Roku Streambar en su precio más bajo a la fecha en Amazon México: cerca de 2,200 pesos con streaming a 4K y Dolby Audio
         


Facebook
Twitter
Flipboard
E-mail



Temas

Streaming
Selección


streaming
Descuento
Ofertas
Amazon México
Roku




","
         Roku Streambar en su precio más bajo a la fecha en Amazon México: cerca de 2,200 pesos con streaming a 4K y Dolby Audio   ",https://www.xataka.com.mx/seleccion/roku-streambar-su-precio-a-fecha-amazon-mexico-cerca-2-200-pesos-streaming-a-4k-dolby-audio
"






La nueva HUAWEI MateBook 13s es una combinación de la mejor tecnología, desde la pantalla hasta la potencia, un atractivo y hermoso diseño, con precio competitivo. Su precio oficial es de 34,999 pesos.

Sin embargo, como promoción de lanzamiento tendrá un precio especial de 29,999 pesos directamente en la e-Shop de Huawei y en las tiendas Huawei Experience Stores, y además se incluirán tres increíbles regalos: una bocina HUAWEI Sound X, una funda de cuero y un mouse CD23.
 


No solo la pantalla y la potencia de la HUAWEI MateBook 13s son de lo mejor en el mercado, sino también lo es su batería de larga duración, pensada para acompañarnos durante todo nuestro día de actividades, desde el trabajo en la oficina, hasta el ocio en casa.

A pesar de su diseño fino y ligero, la HUAWEI MateBook 13s ofrece en su interior una batería de larga duración, capaz de ofrecer hasta 11.5 horas de trabajo de oficina o hasta 12.5 horas de reproducción local de video de alta definición en resolución 1080p. Entonces, ya sea trabajando o en los momentos de ocio, la nueva laptop de Huawei no nos dejará sin energía.








¿Y qué pasa cuando se agota la batería? Para los usuarios más exigentes y de alto rendimiento, la HUAWEI MateBook 13s integra la tecnología de carga rápida SuperCharge de 65W de potencia, la misma que de hecho está integrada en otros smartphones y tablets Huawei de gama premium.

La carga de 65W de la HUAWEI MateBook 13s es tan rápida que promete hasta 2.5 horas de uso en trabajo de oficina con tan solo 15 minutos de conexión a la corriente. Esto es ideal para aquellas ocasiones en las que el tiempo apremia para salir, pero es el suficiente para unos minutos de carga que durarán, literalmente, horas.

Imagina la situación: estás a punto de salir de casa, directo a la oficina para una junta importante. En ese momento, se te ocurre enviar la presentación de manera anticipada, enciendes tu HUAWEI MateBook 13s y te das cuenta de que tiene apenas 5% de carga, pero no te preocupes porque sabes estás cubierto por la carga SuperCharge de 65W. Entonces, conectas tu laptop mientras terminas de arreglarte y cargará lo suficiente para poder realizar los últimos ajustes durante el viaje en el transporte privado, sin preocupaciones por quedarte sin batería.








Y por supuesto, el cargador rápido que ayuda a explotar toda la potencia de carga de 65W de la HUAWEI MateBook 13s se incluye en la caja.

No solo poderosa y hermosa, la HUAWEI MateBook 13s también ofrece batería para todo el día, sin importar cuáles sean las actividades.






    Compartir
    
           Huawei MateBook 13s y su batería de larga duración te acompañarán todo el día: desde el trabajo en la oficina hasta el ocio en el hogar 
         


Facebook
Twitter
Flipboard
E-mail




","
         Huawei MateBook 13s y su batería de larga duración te acompañarán todo el día: desde el trabajo en la oficina hasta el ocio en el hogar    ",https://www.xataka.com.mx/n/huawei-matebook-13s-su-bateria-larga-duracion-te-acompanaran-todo-dia-trabajo-oficina-ocio-hogar
"

Con el Buen Fin terminado, ahora sí Profeco tiene los números finales de quejas durante la campaña de descuentos: en suma se recibieron 1,030 quejas de las cuales seis de cada diez provinieron de transacciones en comercio electrónico, lo que ""refleja la importancia que adquieren cada día las ventas en línea"", dice Profeco. 

El dato coincide con que Mercado Libre haya alcanzado un millón de ventas en solo un día durante el Buen Fin. 
 












Las tiendas con más quejas
Pero ninguna plataforma de comercio electrónico está entre las que acumulan más quejas. Profeco destaca que Walmart, Soriana, Liverpool y Chedraui son las tiendas que más quejas acumularon, en ese orden, y destacó que Liverpool, Palacio de Hierro, Suburbia y Sears tuvieron el 100% de conciliación en cuanto a sus quejas. 

En cuanto a las quejas de las tiendas, Walmart acumuló 35% del total, Soriana 10%, Liverpool 5% y Chedraui 5%. Los principales motivos de reclamaciones fueron incumplimiento de ofertas y cancelación de compra. 

También hay datos sobre las categorías de productos en las que hubo más quejas. Profeco refiere que ""ropa y zapatos"" ocupa el primer lugar, seguido de ""abarrotes"" y ""línea blanca"". Es hasta el cuarto lugar que aparece ""smartphones"" que tuvo un notable decrecimiento de quejas respecto al año pasado. En el Buen de 2020 la categoría de ""smartphones"" tuvo el 18% del total de quejas, pero en Buen Fin de 2021 solo fue el 6%. 

Según Profeco, la tienda con mejores descuentos fue Sears en tres ciudades donde aplicó descuentos superiores a 20,000 pesos a un refrigerador LG en León, a una pantalla LG en Morelia y a una pantalla Samsung en Cuernavaca. Además Profeco puso sellos de suspensión a tiendas Chedraui donde detectó simulaciones de oferta pues los precios en vez de disminuir, aumentaron.
 




    Compartir
    
           Walmart, Soriana y Liverpool son los reyes de las quejas durante el Buen Fin, según Profeco: en total hubo 1,030 quejas
         


Facebook
Twitter
Flipboard
E-mail



Temas

Empresas y economía


profeco
Chedraui
Liverpool




","
         Walmart, Soriana y Liverpool son los reyes de las quejas durante el Buen Fin, según Profeco: en total hubo 1,030 quejas   ",https://www.xataka.com.mx/empresas-y-economia/walmart-soriana-liverpool-reyes-quejas-durante-buen-fin-profeco-total-hubo-1-030-quejas
"

Este viernes 19 de noviembre se podrá ver el eclipse lunar ""casi total"" más largo en cientos de años. El evento se podrá ver en México durante la madrugada (aunque en algunas zonas del país esté nublado), donde la Luna pasará por la parte sur de la sombra de la Tierra, generando el fenómeno astronómico.

El eclipse durará 3 horas, 28 minutos y 23 segundos, con lo que se convierte en el más largo en 580 años. Para esto, aproximadamente el 99.1% de la Luna desaparecerá en la sombra de nuestro planeta cuando el Sol y el satélite pasen por lados opuestos de la Tierra.
 


Aquí puedes ver las distintas etapas que tendrá el eclipse









En este evento la Luna deberá verse de un color rojizo, debido a la actividad del volcán Cumbre Vieja, en La Palma, España a medida que se desliza hacia la sombra.

Esto ocurre principalmente porque durante el eclipse, la única luz solar que llega a  la Luna debe pasar a través de la atmósfera de la Tierra, por lo que a mayor cantidad de polvo o nubes en la atmósfera durante el evento, más roja se volverá el satélite.

Como ver el evento desde México
El eclipse será visible desde varias partes del mundo, incluido México, Estados Unidos y Canadá, así como Centroamérica, donde se podrá observar en su totalidad, pero también desde Australia, Nueva Zelanda y Japón.

Como para otros eventos astronómicos, puedes utilizar una aplicación como Star Walk 2 en caso de que por alguna razón no puedas ubicar la Luna, pues gracias a los sensores del dispositivo, te puede mostrar este y otros astros dependiendo de tu interés.








Para ver este fenómeno se podrá hacer a simple vista, binoculares o telescopios pequeños sin problema, donde el borde inferior de la Luna será mucho más brillante que el tono rojizo que tendrá el resto del satélite.

En el caso de nuestro país, el evento astronómico comenzará a las 1:18 am del viernes, cuando la Luna entre en la zona de la umbra y empiece a cambiar de color al encontrarse dentro de la sombra de la Tierra. Para las 2 am, el eclipse será visible al 50% donde se notará cada vez más la tonalidad rojiza y a las 3:03 am se encontrará prácticamente dentro de la umbra, donde se proyectará el tono anaranjado en la mayor parte del satélite.








Para las 4:05 am la Luna estará un 50% fuera de la sombra mientras va abandonando la zona umbra, y se encontrará fuera de este espacio para las 4:47 am.

El último eclipse de 2021
Este evento que será el eclipse parcial más largo desde 1441 y sobre todo, el más duradero del siglo, será el último de este año y se produce menos de seis meses después del último que tuvo lugar el 26 de mayo.

En caso de que por desgracia el cielo esté nublado, habrá en 2022 dos eclipses totales, uno del 15 al 16 de mayo y otro el 8 de noviembre, que serán visibles en gran parte de América del Norte y ambos tendrán una duración de 85 minutos.






    Compartir
    
           Cómo ver el eclipse lunar de este viernes 19 de noviembre  en México, el más largo en casi 600 años 
         


Facebook
Twitter
Flipboard
E-mail



Temas

Espacio


NASA
Luna




","
         Cómo ver el eclipse lunar de este viernes 19 de noviembre  en México, el más largo en casi 600 años    ",https://www.xataka.com.mx/espacio/como-ver-eclipse-lunar-este-viernes-19-noviembre-mexico-largo-casi-600-anos
"

Los problemas de Blizzard y Activision siguen creciendo después de una investigación de The Wall Street Journal en la que aseguran que Bobby Kotick, CEO de Activision, estaba consciente de los casos de abuso y acoso que se estaban dando en la empresa. Xbox y PlayStation ya analizan la situación.

Bloomberg mencionó que Jim Ryan, jefe de PlayStation, mandó un correo a sus empleados donde señala que tanto él como su equipo ejecutivo se encuentra “descorazonados y francamente asombrados” de la actitud de Activision ante su situación actual. 
 











Según el reporte, dicho correo menciona que contactaron a Activision para preguntar sus planes después del artículo de WSJ:


“Nos dirigimos a Activision de manera inmediata después de que se publicara el artículo, para expresar nuestra profunda preocupación y preguntar cómo planean abordar las afirmaciones realizadas en él”

Bloomberg también publicó que Xbox se encuentra analizando la situación actual de Activision, señalando que evaluarán el nivel de relación que tienen con la empresa. El reporte menciona que Phil Spencer, jefe de Xbox, se reunió con diferentes profesionales de la industria para analizar el conflicto que se vive.

Spencer menciona que todo su equipo ejecutivo se encuentra “perturbados y profundamente preocupados por los horribles eventos y acciones”.

Jason Schereier de Bloomberg comenta que las posturas internas de Xbox y PlayStation podrían provocar una presión muy grande para la salida de Bobby Kotick como CEO de Activision

With Xbox and PlayStation both now sending out forceful internal statements about Activision Blizzard, pressure is growing on the board to remove embattled CEO Bobby Kotick— Jason Schreier (@jasonschreier) November 18, 2021 .

Un portavoz de Activision Blizzard le comentó a Bloomberg que respetan todos los comentarios de sus socios:


“Respetamos todos los comentarios de nuestros valiosos socios y estamos comprometidos con el trabajo de garantizar que nuestra cultura y lugar de trabajo sean seguros, diversos e inclusivos""

Phil Spencer confirmó a IGN las declaraciones publicadas por Bloomberg, además de reiterar la importancia de un entorno ""acogedor e inclusivo"".


""Personalmente, tengo valores sólidos para un entorno acogedor e inclusivo para todos nuestros empleados en Xbox. Este no es un destino, sino un viaje en el que siempre estaremos. El liderazgo de Xbox y Microsoft está parado por nuestros equipos y apoyarlos en la construcción de un entorno más seguro para todos""

Durante las próximas horas, podríamos tener más novedades del tema.





    Compartir
    
           Xbox y PlayStation evalúan su relación con Activision y Blizzard, luego de las acusaciones de acoso sexual y de pedir la renuncia del CEO
         


Facebook
Twitter
Flipboard
E-mail



Temas

Videojuegos


Blizzard
Activision




","
         Xbox y PlayStation evalúan su relación con Activision y Blizzard, luego de las acusaciones de acoso sexual y de pedir la renuncia del CEO   ",https://www.xataka.com.mx/videojuegos/xbox-playstation-evaluan-su-relacion-activision-blizzard-luego-acusaciones-acoso-sexual-pedir-renuncia-ceo
